,SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,NPOPCHG_2010,BIRTHS2010,DEATHS2010,NATURALINC2010,INTERNATIONALMIG2010,DOMESTICMIG2010,NETMIG2010,RESIDUAL2010,GQESTIMATESBASE2010
769,50,2,3,18,113,Indiana,Noble County,47536,47538,47454,-84,151,129,22,2,-111,-109,3,831
770,50,2,3,18,115,Indiana,Ohio County,6128,6098,6086,-12,13,7,6,0,-18,-18,0,52
771,50,2,3,18,117,Indiana,Orange County,19840,19846,19814,-32,47,27,20,0,-52,-52,0,258
772,50,2,3,18,119,Indiana,Owen County,21575,21573,21566,-7,64,79,-15,0,11,11,-3,197
773,50,2,3,18,121,Indiana,Parke County,17339,17349,17275,-74,45,54,-9,1,-72,-71,6,1741
774,50,2,3,18,123,Indiana,Perry County,19338,19338,19409,71,50,52,-2,0,67,67,6,1532
775,50,2,3,18,125,Indiana,Pike County,12845,12700,12720,20,39,17,22,0,0,0,-2,213
776,50,2,3,18,127,Indiana,Porter County,164343,164289,164487,198,445,317,128,28,59,87,-17,3405
777,50,2,3,18,129,Indiana,Posey County,25910,25912,25861,-51,63,85,-22,-1,-28,-29,0,242
778,50,2,3,18,131,Indiana,Pulaski County,13402,13382,13323,-59,42,48,-6,1,-57,-56,3,193
779,50,2,3,18,133,Indiana,Putnam County,37963,37945,37909,-36,73,65,8,9,-51,-42,-2,5424
780,50,2,3,18,135,Indiana,Randolph County,26171,26176,26178,2,88,42,46,0,-44,-44,0,329
781,50,2,3,18,137,Indiana,Ripley County,28818,28812,28815,3,102,82,20,4,-20,-16,-1,449
782,50,2,3,18,139,Indiana,Rush County,17392,17392,17384,-8,46,32,14,0,-21,-21,-1,178
783,50,2,3,18,141,Indiana,St. Joseph County,266931,266914,266797,-117,873,604,269,114,-508,-394,8,11272
784,50,2,3,18,143,Indiana,Scott County,24181,24195,24171,-24,63,90,-27,0,5,5,-2,312
785,50,2,3,18,145,Indiana,Shelby County,44436,44379,44297,-82,132,136,-4,8,-88,-80,2,683
786,50,2,3,18,147,Indiana,Spencer County,20952,20955,20915,-40,49,56,-7,0,-31,-31,-2,368
787,50,2,3,18,149,Indiana,Starke County,23363,23362,23345,-17,62,81,-19,0,4,4,-2,16
788,50,2,3,18,151,Indiana,Steuben County,34185,34147,34109,-38,84,65,19,1,-58,-57,0,1300
789,50,2,3,18,153,Indiana,Sullivan County,21475,21475,21390,-85,54,94,-40,-1,-48,-49,4,2298
790,50,2,3,18,155,Indiana,Switzerland County,10613,10687,10717,30,34,14,20,2,9,11,-1,107
791,50,2,3,18,157,Indiana,Tippecanoe County,172780,172803,173104,301,557,233,324,314,-347,-33,10,14463
792,50,2,3,18,159,Indiana,Tipton County,15936,15936,15878,-58,39,54,-15,0,-44,-44,1,205
793,50,2,3,18,161,Indiana,Union County,7516,7516,7537,21,19,8,11,0,12,12,-2,67
794,50,2,3,18,163,Indiana,Vanderburgh County,179703,179701,179842,141,627,476,151,29,-16,13,-23,7531
795,50,2,3,18,165,Indiana,Vermillion County,16212,16210,16116,-94,34,67,-33,0,-63,-63,2,209
796,50,2,3,18,167,Indiana,Vigo County,107848,107852,107888,36,330,320,10,49,-8,41,-15,9545
797,50,2,3,18,169,Indiana,Wabash County,32888,32888,32848,-40,81,87,-6,2,-36,-34,0,1839
798,50,2,3,18,171,Indiana,Warren County,8508,8511,8521,10,24,4,20,0,-9,-9,-1,84
799,50,2,3,18,173,Indiana,Warrick County,59689,59689,59839,150,165,129,36,16,98,114,0,726
800,50,2,3,18,175,Indiana,Washington County,28262,28254,28292,38,71,52,19,1,22,23,-4,261
801,50,2,3,18,177,Indiana,Wayne County,68917,68996,68889,-107,170,194,-24,-3,-78,-81,-2,2700
802,50,2,3,18,179,Indiana,Wells County,27636,27637,27682,45,98,44,54,3,-10,-7,-2,472
803,50,2,3,18,181,Indiana,White County,24643,24638,24683,45,77,34,43,5,0,5,-3,307
804,50,2,3,18,183,Indiana,Whitley County,33292,33287,33353,66,111,63,48,4,19,23,-5,436
805,40,2,4,19,0,Iowa,Iowa,3046355,3046871,3050745,3874,9958,6888,3070,1448,-545,903,-99,98630
806,50,2,4,19,1,Iowa,Adair County,7682,7682,7679,-3,10,16,-6,0,4,4,-1,151
807,50,2,4,19,3,Iowa,Adams County,4029,4029,4023,-6,16,20,-4,0,-2,-2,0,114
808,50,2,4,19,5,Iowa,Allamakee County,14330,14328,14378,50,49,21,28,22,0,22,0,332
809,50,2,4,19,7,Iowa,Appanoose County,12887,12887,12856,-31,30,59,-29,1,-1,0,-2,126
810,50,2,4,19,9,Iowa,Audubon County,6119,6119,6098,-21,15,31,-16,0,-4,-4,-1,136
811,50,2,4,19,11,Iowa,Benton County,26076,26069,26046,-23,73,86,-13,6,-15,-9,-1,313
812,50,2,4,19,13,Iowa,Black Hawk County,131090,131086,131162,76,428,327,101,33,-41,-8,-17,5967
813,50,2,4,19,15,Iowa,Boone County,26306,26308,26271,-37,75,87,-12,1,-24,-23,-2,768
814,50,2,4,19,17,Iowa,Bremer County,24276,24280,24295,15,48,44,4,2,11,13,-2,1718
815,50,2,4,19,19,Iowa,Buchanan County,20958,20953,20974,21,80,28,52,1,-31,-30,-1,343
816,50,2,4,19,21,Iowa,Buena Vista County,20260,20265,20356,91,85,33,52,27,14,41,-2,1014
817,50,2,4,19,23,Iowa,Butler County,14867,14869,14916,47,39,42,-3,2,48,50,0,242
818,50,2,4,19,25,Iowa,Calhoun County,9670,10177,10160,-17,28,44,-16,0,-1,-1,0,745
819,50,2,4,19,27,Iowa,Carroll County,20816,20816,20824,8,54,47,7,1,2,3,-2,467
820,50,2,4,19,29,Iowa,Cass County,13956,13952,13928,-24,44,73,-29,5,2,7,-2,304
821,50,2,4,19,31,Iowa,Cedar County,18499,18441,18450,9,35,28,7,2,1,3,-1,324
822,50,2,4,19,33,Iowa,Cerro Gordo County,44151,44153,44097,-56,124,134,-10,9,-51,-42,-4,1158
823,50,2,4,19,35,Iowa,Cherokee County,12072,12067,12110,43,17,21,-4,1,45,46,1,371
824,50,2,4,19,37,Iowa,Chickasaw County,12439,12442,12410,-32,46,54,-8,-1,-24,-25,1,183
825,50,2,4,19,39,Iowa,Clarke County,9286,9286,9320,34,34,11,23,1,11,12,-1,152
826,50,2,4,19,41,Iowa,Clay County,16667,16667,16634,-33,55,61,-6,0,-27,-27,0,234
827,50,2,4,19,43,Iowa,Clayton County,18129,18128,18080,-48,47,62,-15,1,-34,-33,0,287
828,50,2,4,19,45,Iowa,Clinton County,49116,49117,49096,-21,167,164,3,7,-24,-17,-7,852
829,50,2,4,19,47,Iowa,Crawford County,17096,17096,17170,74,90,49,41,22,13,35,-2,585
830,50,2,4,19,49,Iowa,Dallas County,66135,66139,66750,611,287,59,228,32,325,357,26,516
831,50,2,4,19,51,Iowa,Davis County,8753,8753,8776,23,29,13,16,0,7,7,0,124
832,50,2,4,19,53,Iowa,Decatur County,8457,8456,8418,-38,28,39,-11,-1,-27,-28,1,663
833,50,2,4,19,55,Iowa,Delaware County,17764,17770,17764,-6,48,53,-5,0,1,1,-2,218
834,50,2,4,19,57,Iowa,Des Moines County,40325,40325,40241,-84,117,156,-39,6,-50,-44,-1,685
835,50,2,4,19,59,Iowa,Dickinson County,16667,16667,16670,3,46,51,-5,-1,12,11,-3,211
836,50,2,4,19,61,Iowa,Dubuque County,93653,93643,93929,286,316,163,153,19,120,139,-6,4268
837,50,2,4,19,63,Iowa,Emmet County,10302,10302,10276,-26,29,49,-20,18,-24,-6,0,540
838,50,2,4,19,65,Iowa,Fayette County,20880,20882,20860,-22,50,42,8,2,-32,-30,0,782
839,50,2,4,19,67,Iowa,Floyd County,16303,16293,16309,16,34,29,5,2,11,13,-2,304
840,50,2,4,19,69,Iowa,Franklin County,10680,10680,10706,26,41,16,25,5,-3,2,-1,198
841,50,2,4,19,71,Iowa,Fremont County,7441,7438,7434,-4,22,13,9,0,-12,-12,-1,135
842,50,2,4,19,73,Iowa,Greene County,9336,9337,9362,25,39,20,19,3,5,8,-2,142
843,50,2,4,19,75,Iowa,Grundy County,12453,12453,12463,10,47,41,6,0,5,5,-1,154
844,50,2,4,19,77,Iowa,Guthrie County,10954,10955,10937,-18,19,43,-24,1,5,6,0,170
845,50,2,4,19,79,Iowa,Hamilton County,15673,15675,15633,-42,38,53,-15,0,-26,-26,-1,198
846,50,2,4,19,81,Iowa,Hancock County,11341,11338,11297,-41,29,47,-18,0,-23,-23,0,185
847,50,2,4,19,83,Iowa,Hardin County,17534,17534,17543,9,54,38,16,1,-5,-4,-3,870
848,50,2,4,19,85,Iowa,Harrison County,14928,14937,14909,-28,43,61,-18,0,-10,-10,0,283
849,50,2,4,19,87,Iowa,Henry County,20145,20145,20106,-39,55,71,-16,11,-35,-24,1,1554
850,50,2,4,19,89,Iowa,Howard County,9566,9564,9568,4,28,13,15,2,-12,-10,-1,213
851,50,2,4,19,91,Iowa,Humboldt County,9815,9814,9792,-22,26,31,-5,1,-19,-18,1,133
852,50,2,4,19,93,Iowa,Ida County,7089,7089,7066,-23,23,38,-15,0,-8,-8,0,122
853,50,2,4,19,95,Iowa,Iowa County,16355,16356,16335,-21,56,48,8,0,-29,-29,0,290
854,50,2,4,19,97,Iowa,Jackson County,19848,19853,19830,-23,41,62,-21,1,0,1,-3,201
855,50,2,4,19,99,Iowa,Jasper County,36842,36842,36812,-30,116,123,-7,3,-23,-20,-3,1648
856,50,2,4,19,101,Iowa,Jefferson County,16843,16840,16837,-3,35,48,-13,39,-32,7,3,1731
857,50,2,4,19,103,Iowa,Johnson County,130882,130882,131337,455,452,166,286,204,-22,182,-13,7857
858,50,2,4,19,105,Iowa,Jones County,20638,20636,20689,53,58,30,28,0,27,27,-2,1304
859,50,2,4,19,107,Iowa,Keokuk County,10511,10510,10508,-2,29,12,17,0,-18,-18,-1,140
860,50,2,4,19,109,Iowa,Kossuth County,15543,15545,15525,-20,54,53,1,0,-22,-22,1,257
861,50,2,4,19,111,Iowa,Lee County,35862,35862,35849,-13,87,77,10,5,-22,-17,-6,1594
862,50,2,4,19,113,Iowa,Linn County,211226,211243,211705,462,760,331,429,87,-27,60,-27,5166
863,50,2,4,19,115,Iowa,Louisa County,11387,11387,11382,-5,25,12,13,2,-22,-20,2,116
864,50,2,4,19,117,Iowa,Lucas County,8898,8900,8898,-2,27,19,8,3,-13,-10,0,78
865,50,2,4,19,119,Iowa,Lyon County,11581,11581,11567,-14,46,49,-3,0,-11,-11,0,161
866,50,2,4,19,121,Iowa,Madison County,15679,15681,15739,58,62,45,17,5,34,39,2,192
867,50,2,4,19,123,Iowa,Mahaska County,22381,22382,22408,26,74,30,44,3,-19,-16,-2,659
868,50,2,4,19,125,Iowa,Marion County,33309,33307,33225,-82,84,100,-16,8,-77,-69,3,1693
869,50,2,4,19,127,Iowa,Marshall County,40648,40648,40722,74,147,138,9,68,2,70,-5,1375
870,50,2,4,19,129,Iowa,Mills County,15059,15059,15076,17,30,18,12,3,3,6,-1,608
871,50,2,4,19,131,Iowa,Mitchell County,10776,10776,10793,17,48,39,9,1,9,10,-2,247
872,50,2,4,19,133,Iowa,Monona County,9243,9242,9248,6,21,20,1,2,5,7,-2,200
873,50,2,4,19,135,Iowa,Monroe County,7970,7972,7997,25,21,7,14,2,10,12,-1,122
874,50,2,4,19,137,Iowa,Montgomery County,10740,10740,10690,-50,27,52,-25,1,-25,-24,-1,213
875,50,2,4,19,139,Iowa,Muscatine County,42745,42803,42803,0,137,60,77,12,-91,-79,2,553
876,50,2,4,19,141,Iowa,O'Brien County,14398,14398,14408,10,55,34,21,0,-10,-10,-1,366
877,50,2,4,19,143,Iowa,Osceola County,6462,6462,6459,-3,15,9,6,5,-15,-10,1,112
878,50,2,4,19,145,Iowa,Page County,15932,15946,15921,-25,42,74,-32,2,7,9,-2,1479
879,50,2,4,19,147,Iowa,Palo Alto County,9421,9421,9398,-23,21,16,5,2,-31,-29,1,344
880,50,2,4,19,149,Iowa,Plymouth County,24986,24984,24975,-9,54,58,-4,1,-7,-6,1,349
881,50,2,4,19,151,Iowa,Pocahontas County,7310,7310,7289,-21,15,14,1,0,-23,-23,1,141
882,50,2,4,19,153,Iowa,Polk County,430640,430631,432352,1721,1633,779,854,413,448,861,6,9356
883,50,2,4,19,155,Iowa,Pottawattamie County,93158,93149,93363,214,328,232,96,16,104,120,-2,2076
884,50,2,4,19,157,Iowa,Poweshiek County,18914,18915,18925,10,57,39,18,7,-15,-8,0,1627
885,50,2,4,19,159,Iowa,Ringgold County,5131,5130,5113,-17,10,29,-19,0,3,3,-1,179
886,50,2,4,19,161,Iowa,Sac County,10350,10350,10354,4,34,38,-4,0,10,10,-2,223
887,50,2,4,19,163,Iowa,Scott County,165224,165223,165272,49,517,312,205,23,-184,-161,5,3334
888,50,2,4,19,165,Iowa,Shelby County,12167,12169,12174,5,30,33,-3,0,10,10,-2,220
889,50,2,4,19,167,Iowa,Sioux County,33704,33704,33754,50,138,53,85,23,-59,-36,1,2410
890,50,2,4,19,169,Iowa,Story County,89542,89542,89654,112,256,86,170,138,-204,-66,8,8174
891,50,2,4,19,171,Iowa,Tama County,17767,17767,17719,-48,57,65,-8,1,-42,-41,1,399
892,50,2,4,19,173,Iowa,Taylor County,6317,6317,6322,5,23,12,11,3,-8,-5,-1,96
893,50,2,4,19,175,Iowa,Union County,12534,12534,12513,-21,50,52,-2,2,-22,-20,1,352
894,50,2,4,19,177,Iowa,Van Buren County,7570,7571,7577,6,31,12,19,0,-13,-13,0,97
895,50,2,4,19,179,Iowa,Wapello County,35625,35624,35682,58,110,78,32,31,-1,30,-4,867
896,50,2,4,19,181,Iowa,Warren County,46225,46226,46340,114,135,67,68,4,46,50,-4,1742
897,50,2,4,19,183,Iowa,Washington County,21704,21704,21688,-16,73,70,3,2,-19,-17,-2,310
898,50,2,4,19,185,Iowa,Wayne County,6403,6403,6419,16,17,11,6,0,11,11,-1,91
899,50,2,4,19,187,Iowa,Webster County,38013,38011,37879,-132,109,117,-8,3,-133,-130,6,2627
900,50,2,4,19,189,Iowa,Winnebago County,10866,10874,10846,-28,35,39,-4,1,-28,-27,3,488
901,50,2,4,19,191,Iowa,Winneshiek County,21056,21058,21076,18,47,24,23,-2,0,-2,-3,2288
902,50,2,4,19,193,Iowa,Woodbury County,102172,102175,102388,213,430,237,193,73,-41,32,-12,2636
903,50,2,4,19,195,Iowa,Worth County,7598,7591,7583,-8,18,16,2,0,-10,-10,0,90
904,50,2,4,19,197,Iowa,Wright County,13229,13229,13185,-44,44,62,-18,7,-33,-26,0,198
905,40,2,4,20,0,Kansas,Kansas,2853118,2853123,2858190,5067,9987,5996,3991,919,219,1138,-62,79090
906,50,2,4,20,1,Kansas,Allen County,13371,13372,13363,-9,31,26,5,0,-14,-14,0,382
907,50,2,4,20,3,Kansas,Anderson County,8102,8102,8103,1,25,14,11,0,-10,-10,0,103
908,50,2,4,20,5,Kansas,Atchison County,16924,16921,16855,-66,52,70,-18,0,-51,-51,3,1375
909,50,2,4,20,7,Kansas,Barber County,4861,4864,4852,-12,13,5,8,0,-20,-20,0,40
910,50,2,4,20,9,Kansas,Barton County,27674,27672,27675,3,82,71,11,5,-10,-5,-3,672
911,50,2,4,20,11,Kansas,Bourbon County,15173,15172,15135,-37,43,66,-23,0,-14,-14,0,409
912,50,2,4,20,13,Kansas,Brown County,9984,9984,9968,-16,30,42,-12,0,-5,-5,1,116
913,50,2,4,20,15,Kansas,Butler County,65880,65884,65901,17,198,181,17,2,3,5,-5,2309
914,50,2,4,20,17,Kansas,Chase County,2790,2790,2784,-6,8,17,-9,0,3,3,0,145
915,50,2,4,20,19,Kansas,Chautauqua County,3669,3669,3649,-20,4,23,-19,0,0,0,-1,79
916,50,2,4,20,21,Kansas,Cherokee County,21603,21607,21526,-81,48,94,-46,-1,-31,-32,-3,202
917,50,2,4,20,23,Kansas,Cheyenne County,2726,2726,2714,-12,5,15,-10,0,-2,-2,0,49
918,50,2,4,20,25,Kansas,Clark County,2215,2215,2199,-16,8,12,-4,0,-12,-12,0,57
919,50,2,4,20,27,Kansas,Clay County,8535,8545,8548,3,21,34,-13,0,17,17,-1,140
920,50,2,4,20,29,Kansas,Cloud County,9533,9533,9519,-14,24,47,-23,1,8,9,0,498
921,50,2,4,20,31,Kansas,Coffey County,8601,8598,8585,-13,24,45,-21,0,9,9,-1,130
922,50,2,4,20,33,Kansas,Comanche County,1891,1891,1886,-5,5,15,-10,0,4,4,1,65
923,50,2,4,20,35,Kansas,Cowley County,36311,36309,36312,3,116,67,49,12,-59,-47,1,2004
924,50,2,4,20,37,Kansas,Crawford County,39134,39135,39172,37,120,78,42,14,-15,-1,-4,1773
925,50,2,4,20,39,Kansas,Decatur County,2961,2965,2957,-8,4,4,0,0,-8,-8,0,81
926,50,2,4,20,41,Kansas,Dickinson County,19754,19749,19773,24,64,40,24,1,1,2,-2,307
927,50,2,4,20,43,Kansas,Doniphan County,7945,7948,7960,12,19,10,9,0,4,4,-1,427
928,50,2,4,20,45,Kansas,Douglas County,110826,110826,111198,372,289,119,170,90,110,200,2,8792
929,50,2,4,20,47,Kansas,Edwards County,3037,3037,3054,17,10,2,8,0,8,8,1,35
930,50,2,4,20,49,Kansas,Elk County,2882,2882,2867,-15,11,18,-7,0,-8,-8,0,40
931,50,2,4,20,51,Kansas,Ellis County,28452,28452,28424,-28,90,81,9,8,-47,-39,2,1033
932,50,2,4,20,53,Kansas,Ellsworth County,6497,6497,6513,16,19,25,-6,0,22,22,0,983
933,50,2,4,20,55,Kansas,Finney County,36776,36785,36952,167,197,70,127,35,7,42,-2,548
934,50,2,4,20,57,Kansas,Ford County,33848,33844,34008,164,162,94,68,21,71,92,4,708
935,50,2,4,20,59,Kansas,Franklin County,25992,25996,25985,-11,83,90,-7,0,-1,-1,-3,478
936,50,2,4,20,61,Kansas,Geary County,34362,34356,35243,887,249,77,172,86,571,657,58,847
937,50,2,4,20,63,Kansas,Gove County,2695,2701,2692,-9,5,12,-7,0,-3,-3,1,56
938,50,2,4,20,65,Kansas,Graham County,2597,2588,2602,14,7,3,4,0,11,11,-1,40
939,50,2,4,20,67,Kansas,Grant County,7829,7824,7825,1,26,21,5,5,-10,-5,1,79
940,50,2,4,20,69,Kansas,Gray County,6006,6001,6026,25,25,6,19,0,6,6,0,78
941,50,2,4,20,71,Kansas,Greeley County,1247,1248,1259,11,4,6,-2,0,11,11,2,26
942,50,2,4,20,73,Kansas,Greenwood County,6689,6689,6680,-9,8,8,0,0,-8,-8,-1,90
943,50,2,4,20,75,Kansas,Hamilton County,2690,2687,2707,20,19,1,18,1,1,2,0,0
944,50,2,4,20,77,Kansas,Harper County,6034,6034,6008,-26,13,34,-21,1,-5,-4,-1,129
945,50,2,4,20,79,Kansas,Harvey County,34684,34684,34740,56,97,66,31,9,20,29,-4,1311
946,50,2,4,20,81,Kansas,Haskell County,4256,4256,4273,17,9,2,7,1,9,10,0,33
947,50,2,4,20,83,Kansas,Hodgeman County,1916,1918,1920,2,10,3,7,0,-5,-5,0,14
948,50,2,4,20,85,Kansas,Jackson County,13462,13460,13462,2,36,48,-12,1,15,16,-2,133
949,50,2,4,20,87,Kansas,Jefferson County,19126,19108,19121,13,55,50,5,0,11,11,-3,235
950,50,2,4,20,89,Kansas,Jewell County,3077,3073,3063,-10,5,12,-7,0,-2,-2,-1,27
951,50,2,4,20,91,Kansas,Johnson County,544179,544181,545655,1474,1923,780,1143,143,239,382,-51,5166
952,50,2,4,20,93,Kansas,Kearny County,3977,3982,4002,20,14,4,10,3,7,10,0,81
953,50,2,4,20,95,Kansas,Kingman County,7858,7860,7857,-3,16,12,4,1,-7,-6,-1,190
954,50,2,4,20,97,Kansas,Kiowa County,2553,2553,2569,16,6,3,3,0,12,12,1,149
955,50,2,4,20,99,Kansas,Labette County,21607,21609,21537,-72,66,81,-15,2,-64,-62,5,480
956,50,2,4,20,101,Kansas,Lane County,1750,1749,1736,-13,3,8,-5,0,-8,-8,0,3
957,50,2,4,20,103,Kansas,Leavenworth County,76227,76220,76520,300,231,116,115,33,153,186,-1,6561
958,50,2,4,20,105,Kansas,Lincoln County,3241,3241,3244,3,8,2,6,0,-2,-2,-1,50
959,50,2,4,20,107,Kansas,Linn County,9656,9656,9626,-30,25,39,-14,0,-15,-15,-1,63
960,50,2,4,20,109,Kansas,Logan County,2756,2759,2774,15,12,8,4,1,9,10,1,41
961,50,2,4,20,111,Kansas,Lyon County,33690,33692,33648,-44,111,46,65,21,-138,-117,8,1444
962,50,2,4,20,113,Kansas,McPherson County,29180,29186,29128,-58,75,101,-26,5,-35,-30,-2,925
963,50,2,4,20,115,Kansas,Marion County,12660,12660,12671,11,34,18,16,0,-4,-4,-1,723
964,50,2,4,20,117,Kansas,Marshall County,10117,10117,10111,-6,28,24,4,1,-12,-11,1,164
965,50,2,4,20,119,Kansas,Meade County,4575,4575,4596,21,9,4,5,0,17,17,-1,119
966,50,2,4,20,121,Kansas,Miami County,32787,32781,32882,101,112,46,66,-1,40,39,-4,645
967,50,2,4,20,123,Kansas,Mitchell County,6373,6373,6336,-37,10,29,-19,0,-19,-19,1,246
968,50,2,4,20,125,Kansas,Montgomery County,35471,35468,35349,-119,112,136,-24,7,-105,-98,3,1112
969,50,2,4,20,127,Kansas,Morris County,5923,5923,5918,-5,11,6,5,0,-9,-9,-1,66
970,50,2,4,20,129,Kansas,Morton County,3233,3233,3240,7,14,2,12,3,-8,-5,0,83
971,50,2,4,20,131,Kansas,Nemaha County,10178,10178,10159,-19,39,44,-5,0,-14,-14,0,259
972,50,2,4,20,133,Kansas,Neosho County,16512,16511,16475,-36,52,61,-9,4,-31,-27,0,450
973,50,2,4,20,135,Kansas,Ness County,3107,3107,3104,-3,10,15,-5,0,3,3,-1,70
974,50,2,4,20,137,Kansas,Norton County,5671,5669,5664,-5,10,20,-10,0,5,5,0,822
975,50,2,4,20,139,Kansas,Osage County,16295,16294,16274,-20,46,55,-9,0,-10,-10,-1,194
976,50,2,4,20,141,Kansas,Osborne County,3858,3861,3850,-11,12,6,6,0,-18,-18,1,100
977,50,2,4,20,143,Kansas,Ottawa County,6091,6091,6096,5,19,6,13,0,-8,-8,0,98
978,50,2,4,20,145,Kansas,Pawnee County,6973,6971,6980,9,15,4,11,0,-1,-1,-1,1026
979,50,2,4,20,147,Kansas,Phillips County,5642,5640,5632,-8,7,10,-3,0,-5,-5,0,68
980,50,2,4,20,149,Kansas,Pottawatomie County,21604,21608,21727,119,85,15,70,4,43,47,2,299
981,50,2,4,20,151,Kansas,Pratt County,9656,9653,9641,-12,27,17,10,0,-22,-22,0,380
982,50,2,4,20,153,Kansas,Rawlins County,2519,2519,2496,-23,6,20,-14,0,-9,-9,0,40
983,50,2,4,20,155,Kansas,Reno County,64511,64511,64552,41,200,199,1,2,44,46,-6,3129
984,50,2,4,20,157,Kansas,Republic County,4980,4980,4938,-42,3,30,-27,0,-14,-14,-1,103
985,50,2,4,20,159,Kansas,Rice County,10083,10082,10115,33,29,13,16,1,17,18,-1,648
986,50,2,4,20,161,Kansas,Riley County,71115,71130,71551,421,284,91,193,165,58,223,5,9143
987,50,2,4,20,163,Kansas,Rooks County,5181,5181,5195,14,22,5,17,0,-2,-2,-1,72
988,50,2,4,20,165,Kansas,Rush County,3307,3307,3314,7,8,20,-12,1,16,17,2,67
989,50,2,4,20,167,Kansas,Russell County,6970,6967,7001,34,30,14,16,0,17,17,1,89
990,50,2,4,20,169,Kansas,Saline County,55606,55604,55780,176,208,89,119,17,46,63,-6,1465
991,50,2,4,20,171,Kansas,Scott County,4936,4936,4959,23,12,14,-2,11,14,25,0,105
992,50,2,4,20,173,Kansas,Sedgwick County,498365,498356,499128,772,2027,1023,1004,120,-326,-206,-26,7252
993,50,2,4,20,175,Kansas,Seward County,22952,22950,22970,20,115,54,61,15,-57,-42,1,476
994,50,2,4,20,177,Kansas,Shawnee County,177934,177943,178360,417,668,318,350,19,69,88,-21,4397
995,50,2,4,20,179,Kansas,Sheridan County,2556,2544,2530,-14,4,13,-9,0,-6,-6,1,33
996,50,2,4,20,181,Kansas,Sherman County,6010,6010,6018,8,20,8,12,1,-4,-3,-1,102
997,50,2,4,20,183,Kansas,Smith County,3853,3853,3860,7,7,8,-1,0,9,9,-1,56
998,50,2,4,20,185,Kansas,Stafford County,4437,4439,4429,-10,8,9,-1,0,-9,-9,0,69
999,50,2,4,20,187,Kansas,Stanton County,2235,2236,2246,10,5,6,-1,0,11,11,0,47
1000,50,2,4,20,189,Kansas,Stevens County,5724,5726,5752,26,12,5,7,3,15,18,1,72
1001,50,2,4,20,191,Kansas,Sumner County,24132,24137,24118,-19,70,37,33,0,-54,-54,2,409
1002,50,2,4,20,193,Kansas,Thomas County,7900,7902,7930,28,24,30,-6,2,30,32,2,353
1003,50,2,4,20,195,Kansas,Trego County,3001,3006,3006,0,4,7,-3,0,3,3,0,64
1004,50,2,4,20,197,Kansas,Wabaunsee County,7053,7055,7049,-6,9,5,4,1,-11,-10,0,90
1005,50,2,4,20,199,Kansas,Wallace County,1485,1485,1480,-5,2,10,-8,0,3,3,0,19
1006,50,2,4,20,201,Kansas,Washington County,5799,5794,5785,-9,8,7,1,0,-10,-10,0,114
1007,50,2,4,20,203,Kansas,Wichita County,2234,2234,2239,5,9,6,3,0,3,3,-1,26
1008,50,2,4,20,205,Kansas,Wilson County,9409,9406,9389,-17,40,43,-3,0,-14,-14,0,121
1009,50,2,4,20,207,Kansas,Woodson County,3309,3309,3308,-1,13,14,-1,0,0,0,0,39
1010,50,2,4,20,209,Kansas,Wyandotte County,157505,157523,157633,110,625,356,269,42,-195,-153,-6,1335
1011,40,3,6,21,0,Kentucky,Kentucky,4339367,4339333,4348181,8848,13687,10554,3133,1510,4041,5551,164,125870
1012,50,3,6,21,1,Kentucky,Adair County,18656,18659,18757,98,39,31,8,1,76,77,13,1055
1013,50,3,6,21,3,Kentucky,Allen County,19956,19958,20037,79,66,19,47,2,31,33,-1,197
1014,50,3,6,21,5,Kentucky,Anderson County,21421,21462,21470,8,44,68,-24,2,31,33,-1,108
1015,50,3,6,21,7,Kentucky,Ballard County,8249,8246,8260,14,19,16,3,0,13,13,-2,127
1016,50,3,6,21,9,Kentucky,Barren County,42173,42161,42116,-45,111,119,-8,7,-43,-36,-1,702
1017,50,3,6,21,11,Kentucky,Bath County,11591,11587,11618,31,36,18,18,1,12,13,0,103
1018,50,3,6,21,13,Kentucky,Bell County,28691,28691,28709,18,85,95,-10,1,26,27,1,952
1019,50,3,6,21,15,Kentucky,Boone County,118811,118810,119373,563,431,140,291,94,177,271,1,835
1020,50,3,6,21,17,Kentucky,Bourbon County,19985,20008,19965,-43,47,76,-29,11,-24,-13,-1,236
1021,50,3,6,21,19,Kentucky,Boyd County,49542,49534,49602,68,128,115,13,-2,59,57,-2,2338
1022,50,3,6,21,21,Kentucky,Boyle County,28432,28443,28674,231,83,58,25,4,184,188,18,2301
1023,50,3,6,21,23,Kentucky,Bracken County,8488,8486,8513,27,24,7,17,2,8,10,0,41
1024,50,3,6,21,25,Kentucky,Breathitt County,13878,13876,13857,-19,38,68,-30,1,10,11,0,322
1025,50,3,6,21,27,Kentucky,Breckinridge County,20059,20053,20043,-10,44,70,-26,0,17,17,-1,301
1026,50,3,6,21,29,Kentucky,Bullitt County,74319,74308,74500,192,197,104,93,0,101,101,-2,340
1027,50,3,6,21,31,Kentucky,Butler County,12690,12697,12735,38,37,15,22,4,13,17,-1,203
1028,50,3,6,21,33,Kentucky,Caldwell County,12984,12989,13010,21,39,26,13,0,9,9,-1,148
