,SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,NPOPCHG_2010,BIRTHS2010,DEATHS2010,NATURALINC2010,INTERNATIONALMIG2010,DOMESTICMIG2010,NETMIG2010,RESIDUAL2010,GQESTIMATESBASE2010
1586,50,2,4,29,153,Missouri,Ozark County,9723,9728,9746,18,17,15,2,0,15,15,1,123
1587,50,2,4,29,155,Missouri,Pemiscot County,18296,18287,18261,-26,63,32,31,1,-58,-57,0,202
1588,50,2,4,29,157,Missouri,Perry County,18971,18971,18938,-33,63,68,-5,3,-32,-29,1,286
1589,50,2,4,29,159,Missouri,Pettis County,42201,42214,42274,60,165,117,48,9,7,16,-4,851
1590,50,2,4,29,161,Missouri,Phelps County,45156,45124,45294,170,143,74,69,44,58,102,-1,3001
1591,50,2,4,29,163,Missouri,Pike County,18516,18511,18476,-35,50,62,-12,0,-23,-23,0,2162
1592,50,2,4,29,165,Missouri,Platte County,89322,89329,89702,373,278,159,119,34,217,251,3,869
1593,50,2,4,29,167,Missouri,Polk County,31137,31130,31157,27,77,60,17,6,6,12,-2,1511
1594,50,2,4,29,169,Missouri,Pulaski County,52274,52282,52859,577,217,41,176,140,241,381,20,9989
1595,50,2,4,29,171,Missouri,Putnam County,4979,4979,4974,-5,16,12,4,0,-9,-9,0,57
1596,50,2,4,29,173,Missouri,Ralls County,10167,10175,10193,18,35,31,4,0,16,16,-2,54
1597,50,2,4,29,175,Missouri,Randolph County,25414,25418,25458,40,84,43,41,0,1,1,-2,2455
1598,50,2,4,29,177,Missouri,Ray County,23494,23516,23517,1,56,32,24,1,-23,-22,-1,311
1599,50,2,4,29,179,Missouri,Reynolds County,6696,6690,6676,-14,13,32,-19,0,7,7,-2,101
1600,50,2,4,29,181,Missouri,Ripley County,14100,14106,14102,-4,48,70,-22,0,18,18,0,63
1601,50,2,4,29,183,Missouri,St. Charles County,360485,360495,361803,1308,1206,533,673,100,538,638,-3,5426
1602,50,2,4,29,185,Missouri,St. Clair County,9805,9805,9823,18,25,48,-23,0,40,40,1,207
1603,50,2,4,29,186,Missouri,Ste. Genevieve County,18145,18147,18127,-20,46,55,-9,0,-8,-8,-3,277
1604,50,2,4,29,187,Missouri,St. Francois County,65359,65369,65529,160,196,188,8,3,144,147,5,6652
1605,50,2,4,29,189,Missouri,St. Louis County,998954,998985,998840,-145,2843,2224,619,431,-1189,-758,-6,19454
1606,50,2,4,29,195,Missouri,Saline County,23370,23370,23420,50,73,37,36,11,6,17,-3,1484
1607,50,2,4,29,197,Missouri,Schuyler County,4431,4431,4441,10,18,11,7,0,3,3,0,47
1608,50,2,4,29,199,Missouri,Scotland County,4843,4853,4840,-13,22,31,-9,0,-5,-5,1,76
1609,50,2,4,29,201,Missouri,Scott County,39191,39199,39261,62,118,76,42,6,19,25,-5,559
1610,50,2,4,29,203,Missouri,Shannon County,8441,8435,8443,8,29,10,19,1,-11,-10,-1,80
1611,50,2,4,29,205,Missouri,Shelby County,6373,6372,6365,-7,24,27,-3,0,-4,-4,0,198
1612,50,2,4,29,207,Missouri,Stoddard County,29968,29968,30027,59,81,78,3,1,56,57,-1,689
1613,50,2,4,29,209,Missouri,Stone County,32202,32208,32235,27,83,64,19,2,10,12,-4,300
1614,50,2,4,29,211,Missouri,Sullivan County,6714,6714,6737,23,27,9,18,0,5,5,0,108
1615,50,2,4,29,213,Missouri,Taney County,51675,51672,51902,230,146,117,29,30,163,193,8,1744
1616,50,2,4,29,215,Missouri,Texas County,26008,26016,26042,26,71,90,-19,1,43,44,1,1897
1617,50,2,4,29,217,Missouri,Vernon County,21159,21163,21159,-4,47,40,7,12,-21,-9,-2,866
1618,50,2,4,29,219,Missouri,Warren County,32513,32539,32605,66,104,42,62,-2,10,8,-4,317
1619,50,2,4,29,221,Missouri,Washington County,25195,25201,25201,0,75,59,16,0,-15,-15,-1,1091
1620,50,2,4,29,223,Missouri,Wayne County,13521,13535,13519,-16,34,58,-24,0,9,9,-1,133
1621,50,2,4,29,225,Missouri,Webster County,36202,36264,36320,56,130,101,29,1,30,31,-4,879
1622,50,2,4,29,227,Missouri,Worth County,2171,2169,2152,-17,5,10,-5,0,-14,-14,2,52
1623,50,2,4,29,229,Missouri,Wright County,18815,18742,18779,37,54,53,1,3,32,35,1,195
1624,50,2,4,29,510,Missouri,St. Louis city,319294,319289,319336,47,1242,682,560,295,-797,-502,-11,11978
1625,40,4,8,30,0,Montana,Montana,989415,989407,990697,1290,3063,2410,653,347,306,653,-16,28849
1626,50,4,8,30,1,Montana,Beaverhead County,9246,9246,9255,9,19,9,10,1,-1,0,-1,444
1627,50,4,8,30,3,Montana,Big Horn County,12865,12863,12911,48,70,26,44,1,4,5,-1,137
1628,50,4,8,30,5,Montana,Blaine County,6491,6491,6503,12,22,6,16,0,-3,-3,-1,220
1629,50,4,8,30,7,Montana,Broadwater County,5612,5608,5633,25,13,6,7,0,16,16,2,52
1630,50,4,8,30,9,Montana,Carbon County,10078,10078,10063,-15,23,42,-19,1,4,5,-1,53
1631,50,4,8,30,11,Montana,Carter County,1160,1160,1159,-1,3,0,3,0,-4,-4,0,11
1632,50,4,8,30,13,Montana,Cascade County,81327,81326,81507,181,312,230,82,61,40,101,-2,2562
1633,50,4,8,30,15,Montana,Chouteau County,5813,5813,5810,-3,17,24,-7,2,2,4,0,135
1634,50,4,8,30,17,Montana,Custer County,11699,11699,11692,-7,34,42,-8,2,0,2,-1,413
1635,50,4,8,30,19,Montana,Daniels County,1751,1751,1749,-2,6,12,-6,0,4,4,0,41
1636,50,4,8,30,21,Montana,Dawson County,8966,8963,8950,-13,32,19,13,0,-27,-27,1,498
1637,50,4,8,30,23,Montana,Deer Lodge County,9298,9294,9291,-3,25,40,-15,0,13,13,-1,811
1638,50,4,8,30,25,Montana,Fallon County,2890,2890,2889,-1,6,2,4,0,-6,-6,1,34
1639,50,4,8,30,27,Montana,Fergus County,11586,11590,11585,-5,40,52,-12,2,7,9,-2,465
1640,50,4,8,30,29,Montana,Flathead County,90928,90927,90864,-63,265,189,76,26,-169,-143,4,992
1641,50,4,8,30,31,Montana,Gallatin County,89513,89515,89654,139,290,148,142,68,-65,3,-6,3260
1642,50,4,8,30,33,Montana,Garfield County,1206,1209,1192,-17,3,5,-2,0,-15,-15,0,0
1643,50,4,8,30,35,Montana,Glacier County,13399,13399,13421,22,44,49,-5,9,17,26,1,690
1644,50,4,8,30,37,Montana,Golden Valley County,884,884,879,-5,0,5,-5,0,0,0,0,89
1645,50,4,8,30,39,Montana,Granite County,3079,3074,3075,1,3,9,-6,0,8,8,-1,40
1646,50,4,8,30,41,Montana,Hill County,16096,16096,16153,57,72,35,37,9,11,20,0,593
1647,50,4,8,30,43,Montana,Jefferson County,11406,11403,11407,4,22,32,-10,3,12,15,-1,230
1648,50,4,8,30,45,Montana,Judith Basin County,2072,2072,2073,1,5,2,3,0,-2,-2,0,0
1649,50,4,8,30,47,Montana,Lake County,28746,28748,28789,41,79,49,30,4,9,13,-2,587
1650,50,4,8,30,49,Montana,Lewis and Clark County,63395,63394,63577,183,200,174,26,17,135,152,5,1946
1651,50,4,8,30,51,Montana,Liberty County,2339,2339,2349,10,6,7,-1,3,8,11,0,403
1652,50,4,8,30,53,Montana,Lincoln County,19687,19683,19694,11,45,32,13,5,-3,2,-4,209
1653,50,4,8,30,55,Montana,McCone County,1734,1734,1745,11,5,1,4,0,6,6,1,19
1654,50,4,8,30,57,Montana,Madison County,7691,7691,7696,5,12,8,4,0,1,1,0,163
1655,50,4,8,30,59,Montana,Meagher County,1891,1891,1878,-13,3,11,-8,-1,-3,-4,-1,174
1656,50,4,8,30,61,Montana,Mineral County,4223,4229,4229,0,16,16,0,0,0,0,0,22
1657,50,4,8,30,63,Montana,Missoula County,109299,109296,109467,171,323,214,109,44,24,68,-6,3634
1658,50,4,8,30,65,Montana,Musselshell County,4538,4538,4555,17,10,4,6,0,12,12,-1,52
1659,50,4,8,30,67,Montana,Park County,15636,15635,15596,-39,35,39,-4,5,-42,-37,2,108
1660,50,4,8,30,69,Montana,Petroleum County,494,488,489,1,1,3,-2,0,3,3,0,0
1661,50,4,8,30,71,Montana,Phillips County,4253,4252,4252,0,6,11,-5,0,6,6,-1,127
1662,50,4,8,30,73,Montana,Pondera County,6153,6155,6160,5,14,15,-1,6,1,7,-1,645
1663,50,4,8,30,75,Montana,Powder River County,1743,1743,1739,-4,4,6,-2,0,-3,-3,1,35
1664,50,4,8,30,77,Montana,Powell County,7027,7034,7019,-15,14,27,-13,0,-1,-1,-1,1523
1665,50,4,8,30,79,Montana,Prairie County,1179,1179,1183,4,2,9,-7,0,10,10,1,21
1666,50,4,8,30,81,Montana,Ravalli County,40212,40210,40324,114,116,123,-7,19,100,119,2,478
1667,50,4,8,30,83,Montana,Richland County,9746,9746,9759,13,31,17,14,0,0,0,-1,34
1668,50,4,8,30,85,Montana,Roosevelt County,10425,10425,10443,18,58,39,19,1,-1,0,-1,186
1669,50,4,8,30,87,Montana,Rosebud County,9233,9235,9242,7,42,32,10,2,-4,-2,-1,65
1670,50,4,8,30,89,Montana,Sanders County,11413,11413,11395,-18,25,19,6,3,-26,-23,-1,188
1671,50,4,8,30,91,Montana,Sheridan County,3384,3384,3368,-16,4,21,-17,0,1,1,0,85
1672,50,4,8,30,93,Montana,Silver Bow County,34200,34209,34230,21,92,121,-29,28,25,53,-3,998
1673,50,4,8,30,95,Montana,Stillwater County,9117,9096,9114,18,30,11,19,0,-2,-2,1,112
1674,50,4,8,30,97,Montana,Sweet Grass County,3651,3651,3619,-32,15,14,1,0,-35,-35,2,45
1675,50,4,8,30,99,Montana,Teton County,6073,6071,6074,3,16,24,-8,4,8,12,-1,462
1676,50,4,8,30,101,Montana,Toole County,5324,5324,5343,19,16,5,11,0,8,8,0,766
1677,50,4,8,30,103,Montana,Treasure County,718,718,718,0,2,3,-1,0,1,1,0,0
1678,50,4,8,30,105,Montana,Valley County,7369,7369,7378,9,18,11,7,1,3,4,-2,126
1679,50,4,8,30,107,Montana,Wheatland County,2168,2168,2156,-12,4,9,-5,0,-7,-7,0,147
1680,50,4,8,30,109,Montana,Wibaux County,1017,1017,1008,-9,0,1,-1,0,-8,-8,0,24
1681,50,4,8,30,111,Montana,Yellowstone County,147972,147991,148394,403,493,350,143,21,234,255,5,3695
1682,40,2,4,31,0,Nebraska,Nebraska,1826341,1826305,1829542,3237,6509,3653,2856,650,-247,403,-22,51165
1683,50,2,4,31,1,Nebraska,Adams County,31364,31367,31328,-39,103,104,-1,0,-38,-38,0,1554
1684,50,2,4,31,3,Nebraska,Antelope County,6685,6685,6679,-6,30,9,21,0,-29,-29,2,70
1685,50,2,4,31,5,Nebraska,Arthur County,460,460,465,5,2,0,2,0,3,3,0,0
1686,50,2,4,31,7,Nebraska,Banner County,690,690,691,1,1,1,0,1,-1,0,1,0
1687,50,2,4,31,9,Nebraska,Blaine County,478,478,478,0,0,0,0,0,0,0,0,0
1688,50,2,4,31,11,Nebraska,Boone County,5505,5505,5511,6,18,7,11,0,-6,-6,1,95
1689,50,2,4,31,13,Nebraska,Box Butte County,11308,11308,11275,-33,25,18,7,0,-43,-43,3,186
1690,50,2,4,31,15,Nebraska,Boyd County,2099,2099,2105,6,4,6,-2,0,9,9,-1,27
1691,50,2,4,31,17,Nebraska,Brown County,3145,3143,3155,12,10,10,0,0,12,12,0,40
1692,50,2,4,31,19,Nebraska,Buffalo County,46102,46099,46175,76,162,66,96,18,-36,-18,-2,2225
1693,50,2,4,31,21,Nebraska,Burt County,6858,6858,6842,-16,24,31,-7,0,-9,-9,0,122
1694,50,2,4,31,23,Nebraska,Butler County,8395,8395,8374,-21,19,39,-20,0,-1,-1,0,173
1695,50,2,4,31,25,Nebraska,Cass County,25241,25241,25239,-2,71,94,-23,2,21,23,-2,297
1696,50,2,4,31,27,Nebraska,Cedar County,8852,8852,8819,-33,25,36,-11,0,-22,-22,0,144
1697,50,2,4,31,29,Nebraska,Chase County,3966,3966,3966,0,13,20,-7,0,8,8,-1,66
1698,50,2,4,31,31,Nebraska,Cherry County,5713,5713,5694,-19,7,24,-17,0,-2,-2,0,57
1699,50,2,4,31,33,Nebraska,Cheyenne County,9998,9998,9968,-30,32,37,-5,2,-27,-25,0,102
1700,50,2,4,31,35,Nebraska,Clay County,6542,6539,6536,-3,20,25,-5,0,3,3,-1,96
1701,50,2,4,31,37,Nebraska,Colfax County,10515,10515,10540,25,41,7,34,2,-10,-8,-1,108
1702,50,2,4,31,39,Nebraska,Cuming County,9139,9139,9160,21,31,13,18,5,-2,3,0,130
1703,50,2,4,31,41,Nebraska,Custer County,10939,10939,10905,-34,29,39,-10,0,-24,-24,0,128
1704,50,2,4,31,43,Nebraska,Dakota County,21006,21006,21034,28,106,63,43,23,-41,-18,3,249
1705,50,2,4,31,45,Nebraska,Dawes County,9182,9182,9168,-14,25,22,3,-2,-15,-17,0,1132
1706,50,2,4,31,47,Nebraska,Dawson County,24326,24326,24312,-14,90,72,18,15,-47,-32,0,299
1707,50,2,4,31,49,Nebraska,Deuel County,1941,1932,1925,-7,3,10,-7,0,0,0,0,22
1708,50,2,4,31,51,Nebraska,Dixon County,6000,6003,5988,-15,21,6,15,0,-30,-30,0,81
1709,50,2,4,31,53,Nebraska,Dodge County,36691,36685,36673,-12,96,75,21,3,-34,-31,-2,1003
1710,50,2,4,31,55,Nebraska,Douglas County,517110,517116,518574,1458,2087,917,1170,237,86,323,-35,12188
1711,50,2,4,31,57,Nebraska,Dundy County,2008,2008,2008,0,6,8,-2,0,2,2,0,41
1712,50,2,4,31,59,Nebraska,Fillmore County,5890,5890,5871,-19,11,28,-17,0,-2,-2,0,222
1713,50,2,4,31,61,Nebraska,Franklin County,3225,3225,3244,19,7,4,3,0,16,16,0,59
1714,50,2,4,31,63,Nebraska,Frontier County,2756,2756,2760,4,6,0,6,0,-1,-1,-1,113
1715,50,2,4,31,65,Nebraska,Furnas County,4959,4959,4945,-14,11,27,-16,0,3,3,-1,81
1716,50,2,4,31,67,Nebraska,Gage County,22311,22311,22269,-42,62,94,-32,0,-8,-8,-2,523
1717,50,2,4,31,69,Nebraska,Garden County,2057,2057,2075,18,5,3,2,0,15,15,1,36
1718,50,2,4,31,71,Nebraska,Garfield County,2049,2049,2035,-14,1,16,-15,0,1,1,0,30
1719,50,2,4,31,73,Nebraska,Gosper County,2044,2044,2040,-4,2,12,-10,0,6,6,0,40
1720,50,2,4,31,75,Nebraska,Grant County,614,614,613,-1,2,3,-1,0,0,0,0,3
1721,50,2,4,31,77,Nebraska,Greeley County,2538,2538,2546,8,8,4,4,0,5,5,-1,53
1722,50,2,4,31,79,Nebraska,Hall County,58607,58611,58805,194,221,105,116,62,22,84,-6,1118
1723,50,2,4,31,81,Nebraska,Hamilton County,9124,9114,9127,13,22,16,6,1,6,7,0,124
1724,50,2,4,31,83,Nebraska,Harlan County,3423,3417,3422,5,5,2,3,0,2,2,0,47
1725,50,2,4,31,85,Nebraska,Hayes County,967,960,956,-4,2,0,2,0,-7,-7,1,0
1726,50,2,4,31,87,Nebraska,Hitchcock County,2908,2908,2897,-11,9,18,-9,1,-2,-1,-1,26
1727,50,2,4,31,89,Nebraska,Holt County,10435,10435,10434,-1,24,23,1,1,-2,-1,-1,160
1728,50,2,4,31,91,Nebraska,Hooker County,736,736,737,1,2,1,1,0,0,0,0,26
1729,50,2,4,31,93,Nebraska,Howard County,6274,6274,6279,5,20,3,17,0,-12,-12,0,35
1730,50,2,4,31,95,Nebraska,Jefferson County,7547,7547,7522,-25,10,18,-8,0,-17,-17,0,105
1731,50,2,4,31,97,Nebraska,Johnson County,5217,5217,5233,16,13,9,4,0,11,11,1,955
1732,50,2,4,31,99,Nebraska,Kearney County,6489,6489,6477,-12,19,30,-11,0,-1,-1,0,84
1733,50,2,4,31,101,Nebraska,Keith County,8368,8371,8357,-14,20,41,-21,0,8,8,-1,55
1734,50,2,4,31,103,Nebraska,Keya Paha County,824,824,824,0,0,2,-2,0,2,2,0,0
1735,50,2,4,31,105,Nebraska,Kimball County,3821,3821,3834,13,9,3,6,5,3,8,-1,48
1736,50,2,4,31,107,Nebraska,Knox County,8701,8701,8677,-24,23,43,-20,0,-3,-3,-1,234
1737,50,2,4,31,109,Nebraska,Lancaster County,285407,285407,286162,755,1035,389,646,152,-12,140,-31,13816
1738,50,2,4,31,111,Nebraska,Lincoln County,36288,36288,36250,-38,117,105,12,2,-51,-49,-1,642
1739,50,2,4,31,113,Nebraska,Logan County,763,763,772,9,3,0,3,0,6,6,0,0
1740,50,2,4,31,115,Nebraska,Loup County,632,628,628,0,0,3,-3,0,2,2,1,0
1741,50,2,4,31,117,Nebraska,McPherson County,539,539,539,0,0,1,-1,0,1,1,0,0
1742,50,2,4,31,119,Nebraska,Madison County,34876,34876,34961,85,119,51,68,13,9,22,-5,1071
1743,50,2,4,31,121,Nebraska,Merrick County,7845,7859,7852,-7,23,32,-9,0,2,2,0,197
1744,50,2,4,31,123,Nebraska,Morrill County,5042,5042,5039,-3,15,22,-7,1,3,4,0,82
1745,50,2,4,31,125,Nebraska,Nance County,3735,3735,3740,5,12,5,7,0,-1,-1,-1,143
1746,50,2,4,31,127,Nebraska,Nemaha County,7248,7248,7238,-10,22,34,-12,0,3,3,-1,486
1747,50,2,4,31,129,Nebraska,Nuckolls County,4500,4500,4514,14,11,5,6,0,8,8,0,59
1748,50,2,4,31,131,Nebraska,Otoe County,15740,15740,15748,8,53,69,-16,2,23,25,-1,338
1749,50,2,4,31,133,Nebraska,Pawnee County,2773,2773,2781,8,1,6,-5,0,13,13,0,39
1750,50,2,4,31,135,Nebraska,Perkins County,2970,2967,2978,11,6,3,3,0,8,8,0,44
1751,50,2,4,31,137,Nebraska,Phelps County,9188,9188,9183,-5,22,33,-11,0,7,7,-1,249
1752,50,2,4,31,139,Nebraska,Pierce County,7266,7266,7260,-6,20,10,10,1,-19,-18,2,116
1753,50,2,4,31,141,Nebraska,Platte County,32237,32237,32305,68,138,48,90,5,-27,-22,0,476
1754,50,2,4,31,143,Nebraska,Polk County,5406,5402,5394,-8,8,11,-3,0,-5,-5,0,124
1755,50,2,4,31,145,Nebraska,Red Willow County,11055,11055,11059,4,29,18,11,1,-9,-8,1,369
1756,50,2,4,31,147,Nebraska,Richardson County,8363,8363,8372,9,31,16,15,0,-5,-5,-1,155
1757,50,2,4,31,149,Nebraska,Rock County,1526,1528,1524,-4,1,3,-2,0,-2,-2,0,30
1758,50,2,4,31,151,Nebraska,Saline County,14200,14200,14222,22,48,27,21,9,-7,2,-1,1038
1759,50,2,4,31,153,Nebraska,Sarpy County,158840,158835,159720,885,632,142,490,75,303,378,17,1277
1760,50,2,4,31,155,Nebraska,Saunders County,20780,20778,20869,91,70,33,37,3,49,52,2,335
1761,50,2,4,31,157,Nebraska,Scotts Bluff County,36970,36970,37057,87,153,113,40,3,44,47,0,847
1762,50,2,4,31,159,Nebraska,Seward County,16750,16750,16799,49,58,47,11,-2,39,37,1,1296
1763,50,2,4,31,161,Nebraska,Sheridan County,5469,5469,5444,-25,15,28,-13,0,-12,-12,0,113
1764,50,2,4,31,163,Nebraska,Sherman County,3152,3152,3164,12,7,3,4,0,7,7,1,56
1765,50,2,4,31,165,Nebraska,Sioux County,1311,1311,1311,0,2,1,1,0,-1,-1,0,0
1766,50,2,4,31,167,Nebraska,Stanton County,6129,6128,6142,14,26,2,24,0,-11,-11,1,0
1767,50,2,4,31,169,Nebraska,Thayer County,5228,5228,5235,7,12,6,6,0,2,2,-1,156
1768,50,2,4,31,171,Nebraska,Thomas County,647,647,647,0,3,0,3,0,-4,-4,1,2
1769,50,2,4,31,173,Nebraska,Thurston County,6940,6939,6969,30,39,19,20,0,11,11,-1,58
1770,50,2,4,31,175,Nebraska,Valley County,4260,4260,4265,5,14,15,-1,0,6,6,0,49
1771,50,2,4,31,177,Nebraska,Washington County,20234,20232,19921,-311,54,28,26,0,-380,-380,43,535
1772,50,2,4,31,179,Nebraska,Wayne County,9595,9592,9609,17,30,23,7,6,4,10,0,1262
1773,50,2,4,31,181,Nebraska,Webster County,3812,3812,3809,-3,11,18,-7,0,4,4,0,156
1774,50,2,4,31,183,Nebraska,Wheeler County,818,818,825,7,5,1,4,0,3,3,0,0
1775,50,2,4,31,185,Nebraska,York County,13665,13665,13669,4,49,19,30,3,-30,-27,1,737
1776,40,4,8,32,0,Nevada,Nevada,2700551,2700677,2702405,1728,8898,4939,3959,911,-3055,-2144,-87,36298
1777,50,4,8,32,1,Nevada,Churchill County,24877,24875,24818,-57,72,37,35,25,-122,-97,5,366
1778,50,4,8,32,3,Nevada,Clark County,1951269,1951268,1952587,1319,6583,3279,3304,810,-2728,-1918,-67,21992
1779,50,4,8,32,5,Nevada,Douglas County,46997,47000,47037,37,97,82,15,5,23,28,-6,230
1780,50,4,8,32,7,Nevada,Elko County,48818,48942,49088,146,186,37,149,5,-4,1,-4,694
1781,50,4,8,32,9,Nevada,Esmeralda County,783,784,784,0,5,1,4,0,-4,-4,0,1
1782,50,4,8,32,11,Nevada,Eureka County,1987,1987,1990,3,4,12,-8,0,10,10,1,1
1783,50,4,8,32,13,Nevada,Humboldt County,16528,16521,16584,63,61,15,46,-4,19,15,2,183
1784,50,4,8,32,15,Nevada,Lander County,5775,5775,5795,20,17,2,15,1,2,3,2,16
1785,50,4,8,32,17,Nevada,Lincoln County,5345,5339,5351,12,10,16,-6,0,16,16,2,239
1786,50,4,8,32,19,Nevada,Lyon County,51980,51982,52045,63,158,149,9,20,35,55,-1,358
1787,50,4,8,32,21,Nevada,Mineral County,4772,4770,4786,16,10,4,6,2,6,8,2,52
1788,50,4,8,32,23,Nevada,Nye County,43946,43945,43844,-101,92,135,-43,2,-55,-53,-5,334
1789,50,4,8,32,27,Nevada,Pershing County,6753,6752,6737,-15,12,17,-5,0,-11,-11,1,1681
1790,50,4,8,32,29,Nevada,Storey County,4010,4013,3997,-16,3,4,-1,0,-16,-16,1,5
1791,50,4,8,32,31,Nevada,Washoe County,421407,421429,421954,525,1415,916,499,48,16,64,-38,5292
1792,50,4,8,32,33,Nevada,White Pine County,10030,10026,10027,1,30,46,-16,1,16,17,0,1229
1793,50,4,8,32,510,Nevada,Carson City,55274,55269,54981,-288,143,187,-44,-4,-258,-262,18,3625
1794,40,1,1,33,0,New Hampshire,New Hampshire,1316470,1316462,1316762,300,3269,2538,731,448,-802,-354,-77,40104
1795,50,1,1,33,1,New Hampshire,Belknap County,60088,60075,60101,26,154,128,26,14,-7,7,-7,858
1796,50,1,1,33,3,New Hampshire,Carroll County,47818,47823,47826,3,94,122,-28,-2,37,35,-4,437
1797,50,1,1,33,5,New Hampshire,Cheshire County,77117,77122,77058,-64,186,149,37,-2,-97,-99,-2,4627
1798,50,1,1,33,7,New Hampshire,Coos County,33055,33052,32970,-82,82,98,-16,4,-71,-67,1,1467
1799,50,1,1,33,9,New Hampshire,Grafton County,89118,89139,89130,-9,181,189,-8,38,-29,9,-10,7001
1800,50,1,1,33,11,New Hampshire,Hillsborough County,400721,400706,401055,349,1131,635,496,270,-403,-133,-14,7759
1801,50,1,1,33,13,New Hampshire,Merrimack County,146445,146451,146388,-63,353,340,13,50,-119,-69,-7,6335
1802,50,1,1,33,15,New Hampshire,Rockingham County,295223,295204,295289,85,638,557,81,50,-22,28,-24,2498
1803,50,1,1,33,17,New Hampshire,Strafford County,123143,123151,123200,49,320,204,116,21,-83,-62,-5,8421
1804,50,1,1,33,19,New Hampshire,Sullivan County,43742,43739,43745,6,130,116,14,5,-8,-3,-5,701
1805,40,1,2,34,0,New Jersey,New Jersey,8791894,8791978,8799446,7468,26541,17109,9432,6995,-8741,-1746,-218,186903
1806,50,1,2,34,1,New Jersey,Atlantic County,274549,274525,274648,123,802,550,252,231,-350,-119,-10,6046
1807,50,1,2,34,3,New Jersey,Bergen County,905116,905107,906284,1177,2373,1680,693,658,-77,581,-97,10422
1808,50,1,2,34,5,New Jersey,Burlington County,448734,448730,449129,399,1212,931,281,183,-16,167,-49,13214
1809,50,1,2,34,7,New Jersey,Camden County,513657,513535,513275,-260,1645,1124,521,222,-1018,-796,15,7728
1810,50,1,2,34,9,New Jersey,Cape May County,97265,97257,97212,-45,236,351,-115,32,52,84,-14,2628
1811,50,1,2,34,11,New Jersey,Cumberland County,156898,156627,156699,72,562,374,188,63,-176,-113,-3,11806
1812,50,1,2,34,13,New Jersey,Essex County,783969,783891,784037,146,2577,1432,1145,857,-1913,-1056,57,23790
1813,50,1,2,34,15,New Jersey,Gloucester County,288288,288756,289150,394,862,509,353,51,19,70,-29,4223
1814,50,1,2,34,17,New Jersey,Hudson County,634266,634284,635652,1368,2430,900,1530,1385,-1571,-186,24,9378
1815,50,1,2,34,19,New Jersey,Hunterdon County,128349,127361,127322,-39,246,234,12,26,-74,-48,-3,3571
1816,50,1,2,34,21,New Jersey,Mercer County,366513,367485,367713,228,1054,718,336,386,-492,-106,-2,19803
1817,50,1,2,34,23,New Jersey,Middlesex County,809858,810038,810758,720,2484,1379,1105,981,-1397,-416,31,23835
1818,50,1,2,34,25,New Jersey,Monmouth County,630380,630362,630461,99,1609,1347,262,191,-327,-136,-27,7670
1819,50,1,2,34,27,New Jersey,Morris County,492276,492281,492617,336,1267,886,381,301,-324,-23,-22,8866
1820,50,1,2,34,29,New Jersey,Ocean County,576567,576546,577564,1018,1953,1636,317,92,644,736,-35,7163
1821,50,1,2,34,31,New Jersey,Passaic County,501226,501600,502023,423,1809,834,975,467,-1046,-579,27,11019
1822,50,1,2,34,33,New Jersey,Salem County,66083,66072,65980,-92,200,204,-4,5,-93,-88,0,1257
1823,50,1,2,34,35,New Jersey,Somerset County,323444,323479,324122,643,847,456,391,248,33,281,-29,3970
1824,50,1,2,34,37,New Jersey,Sussex County,149265,148936,148855,-81,384,287,97,19,-200,-181,3,1742
1825,50,1,2,34,39,New Jersey,Union County,536499,536464,537369,905,1737,1017,720,566,-333,233,-48,6804
1826,50,1,2,34,41,New Jersey,Warren County,108692,108642,108576,-66,252,260,-8,31,-82,-51,-7,1968
1827,40,4,8,35,0,New Mexico,New Mexico,2059179,2059199,2064552,5353,6649,3836,2813,387,2069,2456,84,42629
1828,50,4,8,35,1,New Mexico,Bernalillo County,662564,662477,663923,1446,2132,1165,967,165,353,518,-39,11945
1829,50,4,8,35,3,New Mexico,Catron County,3725,3727,3748,21,1,3,-2,0,21,21,2,106
1830,50,4,8,35,5,New Mexico,Chaves County,65645,65648,65720,72,232,182,50,4,26,30,-8,1784
1831,50,4,8,35,6,New Mexico,Cibola County,27213,27215,27315,100,103,34,69,6,24,30,1,2531
1832,50,4,8,35,7,New Mexico,Colfax County,13750,13751,13725,-26,30,33,-3,2,-24,-22,-1,408
1833,50,4,8,35,9,New Mexico,Curry County,48376,48376,48971,595,215,65,150,50,358,408,37,1041
1834,50,4,8,35,11,New Mexico,De Baca County,2022,2024,2031,7,7,1,6,0,1,1,0,9
1835,50,4,8,35,13,New Mexico,Doña Ana County,209233,209217,210097,880,748,398,350,-66,568,502,28,4576
1836,50,4,8,35,15,New Mexico,Eddy County,53829,53828,53909,81,194,104,90,0,-2,-2,-7,1000
1837,50,4,8,35,17,New Mexico,Grant County,29514,29512,29383,-129,92,114,-22,10,-122,-112,5,590
1838,50,4,8,35,19,New Mexico,Guadalupe County,4687,4688,4695,7,12,16,-4,0,11,11,0,571
1839,50,4,8,35,21,New Mexico,Harding County,695,695,690,-5,1,3,-2,0,-3,-3,0,0
1840,50,4,8,35,23,New Mexico,Hidalgo County,4894,4898,4864,-34,11,1,10,0,-46,-46,2,64
